EV	ER	Voc. Overlap	ENTR	S1	S2	IE_S1	ER_S1	IE_S2	ER_S2	SR/S1/ER	SR/S1/ENTR	SR/S2/ER	SR/S2/ENTR	dialogue_count	mname	history_length	num_samples	weight	topk
0.14	0.28	0.32	1.25	Human 1	Human 2	0.77	0.10	0.23	0.37	0.29	0.76	0.44	0.73	75	facebook/blenderbot-3B	6	10	75	20
0.14	0.25	0.25	0.56	Human 1	Human 2	0.71	0.14	0.29	0.37	0.17	0.72	0.28	0.00	76	facebook/blenderbot-3B	6	10	75	20
0.12	0.31	0.23	0.43	Human 1	Human 2	0.81	0.27	0.19	0.34	0.31	0.00	0.45	0.42	77	facebook/blenderbot-3B	6	10	75	20
0.13	0.38	0.29	0.88	Human 1	Human 2	0.66	0.26	0.34	0.48	0.40	0.51	0.58	1.06	78	facebook/blenderbot-3B	6	10	75	20
0.13	0.27	0.27	1.02	Human 1	Human 2	0.48	0.20	0.52	0.30	0.27	0.49	0.46	1.10	79	facebook/blenderbot-3B	6	10	75	20
0.15	0.29	0.28	0.94	Human 1	Human 2	0.71	0.22	0.29	0.34	0.21	0.52	0.38	0.26	80	facebook/blenderbot-3B	6	10	75	20
0.15	0.33	0.29	1.08	Human 1	Human 2	0.53	0.25	0.47	0.39	0.32	0.34	0.55	0.47	81	facebook/blenderbot-3B	6	10	75	20
0.15	0.35	0.34	0.84	Human 1	Human 2	0.62	0.28	0.38	0.41	0.37	0.69	0.51	0.65	82	facebook/blenderbot-3B	6	10	75	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	facebook/blenderbot-3B	6	10	75	20
0.14	0.32	0.29	1.03	Human 1	Human 2	0.51	0.22	0.49	0.39	0.18	0.00	0.50	1.03	84	facebook/blenderbot-3B	6	10	75	20
0.15	0.23	0.30	0.73	Human 1	Human 2	0.74	0.11	0.26	0.30	0.17	0.00	0.53	0.87	85	facebook/blenderbot-3B	6	10	75	20
0.17	0.39	0.35	1.13	Human 1	Human 2	0.76	0.23	0.24	0.53	0.44	1.08	0.59	0.95	86	facebook/blenderbot-3B	6	10	75	20
0.13	0.29	0.26	0.82	Human 1	Human 2	0.64	0.21	0.36	0.36	0.34	0.64	0.45	0.90	87	facebook/blenderbot-3B	6	10	75	20
0.16	0.35	0.33	1.28	Human 1	Human 2	0.65	0.24	0.35	0.43	0.33	0.52	0.46	0.65	88	facebook/blenderbot-3B	6	10	75	20
0.11	0.28	0.22	0.74	Human 1	Human 2	0.68	0.19	0.32	0.32	0.27	0.47	0.43	0.83	89	facebook/blenderbot-3B	6	10	75	20
0.14	0.34	0.26	1.18	Human 1	Human 2	0.73	0.22	0.27	0.47	0.45	1.05	0.56	1.28	90	facebook/blenderbot-3B	6	10	75	20
0.16	0.34	0.33	1.06	Human 1	Human 2	0.87	0.15	0.13	0.52	0.40	0.83	0.47	0.76	91	facebook/blenderbot-3B	6	10	75	20
0.15	0.29	0.30	0.96	Human 1	Human 2	0.77	0.12	0.23	0.47	0.41	0.83	0.53	1.28	92	facebook/blenderbot-3B	6	10	75	20
0.15	0.26	0.29	0.84	Human 1	Human 2	0.78	0.17	0.22	0.37	0.24	0.38	0.35	0.54	93	facebook/blenderbot-3B	6	10	75	20
0.14	0.33	0.28	1.03	Human 1	Human 2	0.59	0.25	0.41	0.42	0.37	1.04	0.51	0.64	94	facebook/blenderbot-3B	6	10	75	20
0.16	0.31	0.36	0.92	Human 1	Human 2	0.71	0.17	0.29	0.41	0.23	0.00	0.47	1.02	95	facebook/blenderbot-3B	6	10	75	20
0.13	0.29	0.29	0.77	Human 1	Human 2	0.73	0.11	0.27	0.39	0.22	0.59	0.40	0.45	0	facebook/blenderbot-3B	6	10	125	20
0.15	0.26	0.29	0.82	Human 1	Human 2	0.70	0.09	0.30	0.39	0.08	0.00	0.47	1.63	1	facebook/blenderbot-3B	6	10	125	20
0.16	0.31	0.28	0.87	Human 1	Human 2	0.80	0.12	0.20	0.45	0.32	0.43	0.51	0.95	2	facebook/blenderbot-3B	6	10	125	20
0.13	0.28	0.26	0.87	Human 1	Human 2	0.78	0.12	0.22	0.48	0.30	0.64	0.46	1.14	3	facebook/blenderbot-3B	6	10	125	20
0.14	0.22	0.28	0.93	Human 1	Human 2	0.86	0.09	0.14	0.35	0.17	0.00	0.15	0.00	4	facebook/blenderbot-3B	6	10	125	20
0.12	0.27	0.24	0.46	Human 1	Human 2	0.79	0.13	0.21	0.36	0.23	0.00	0.47	0.70	5	facebook/blenderbot-3B	6	10	125	20
0.11	0.27	0.22	0.79	Human 1	Human 2	0.61	0.19	0.39	0.31	0.24	0.59	0.50	1.04	6	facebook/blenderbot-3B	6	10	125	20
0.14	0.31	0.26	0.98	Human 1	Human 2	0.71	0.18	0.29	0.43	0.30	0.85	0.50	1.07	7	facebook/blenderbot-3B	6	10	125	20
0.17	0.35	0.33	0.86	Human 1	Human 2	0.62	0.27	0.38	0.43	0.38	0.59	0.49	0.55	8	facebook/blenderbot-3B	6	10	125	20
0.15	0.35	0.29	0.91	Human 1	Human 2	0.78	0.21	0.22	0.53	0.38	1.01	0.45	0.94	9	facebook/blenderbot-3B	6	10	125	20
0.14	0.30	0.35	1.01	Human 1	Human 2	0.79	0.11	0.21	0.40	0.26	0.40	0.53	0.92	10	facebook/blenderbot-3B	6	10	125	20
0.13	0.35	0.25	0.47	Human 1	Human 2	0.47	0.30	0.53	0.40	0.39	0.40	0.52	0.86	11	facebook/blenderbot-3B	6	10	125	20
0.15	0.33	0.33	1.09	Human 1	Human 2	0.67	0.21	0.33	0.42	0.37	0.98	0.50	1.37	12	facebook/blenderbot-3B	6	10	125	20
0.16	0.34	0.35	0.90	Human 1	Human 2	0.68	0.20	0.32	0.44	0.36	0.50	0.57	0.79	13	facebook/blenderbot-3B	6	10	125	20
0.15	0.32	0.32	1.00	Human 1	Human 2	0.78	0.18	0.22	0.44	0.38	1.05	0.39	0.95	14	facebook/blenderbot-3B	6	10	125	20
0.14	0.30	0.28	1.03	Human 1	Human 2	0.56	0.21	0.44	0.37	0.21	0.00	0.51	1.09	15	facebook/blenderbot-3B	6	10	125	20
0.14	0.25	0.27	0.99	Human 1	Human 2	0.83	0.11	0.17	0.34	0.27	0.76	0.44	0.83	16	facebook/blenderbot-3B	6	10	125	20
0.11	0.24	0.25	1.18	Human 1	Human 2	0.92	0.07	0.08	0.31	0.25	0.00	0.48	1.24	17	facebook/blenderbot-3B	6	10	125	20
0.13	0.31	0.31	0.92	Human 1	Human 2	0.82	0.16	0.18	0.41	0.31	0.87	0.53	1.22	18	facebook/blenderbot-3B	6	10	125	20
0.14	0.35	0.31	0.73	Human 1	Human 2	0.68	0.24	0.32	0.40	0.34	0.35	0.46	0.64	19	facebook/blenderbot-3B	6	10	125	20
0.17	0.39	0.32	1.25	Human 1	Human 2	0.70	0.25	0.30	0.54	0.41	1.19	0.59	0.98	20	facebook/blenderbot-3B	6	10	125	20
0.16	0.35	0.35	0.91	Human 1	Human 2	0.68	0.22	0.32	0.45	0.24	0.00	0.54	0.92	21	facebook/blenderbot-3B	6	10	125	20
0.12	0.24	0.24	0.90	Human 1	Human 2	0.62	0.15	0.38	0.30	0.23	0.00	0.45	0.90	22	facebook/blenderbot-3B	6	10	125	20
0.15	0.30	0.30	0.98	Human 1	Human 2	0.65	0.22	0.35	0.38	0.36	1.14	0.40	0.67	23	facebook/blenderbot-3B	6	10	125	20
0.08	0.19	0.19	0.78	Human 1	Human 2	0.50	0.16	0.50	0.21	0.19	0.81	0.35	0.81	24	facebook/blenderbot-3B	6	10	125	20
0.14	0.30	0.24	1.48	Human 1	Human 2	0.65	0.32	0.35	0.28	0.36	1.43	0.46	0.80	25	facebook/blenderbot-3B	6	10	125	20
0.11	0.28	0.22	0.49	Human 1	Human 2	0.67	0.17	0.33	0.32	0.18	0.00	0.47	0.84	26	facebook/blenderbot-3B	6	10	125	20
0.12	0.22	0.23	0.59	Human 1	Human 2	0.75	0.13	0.25	0.27	0.18	0.62	0.43	0.66	27	facebook/blenderbot-3B	6	10	125	20
0.15	0.32	0.31	1.02	Human 1	Human 2	0.73	0.17	0.27	0.48	0.28	0.51	0.47	0.47	28	facebook/blenderbot-3B	6	10	125	20
0.14	0.33	0.27	0.91	Human 1	Human 2	0.78	0.23	0.22	0.44	0.44	0.85	0.46	0.63	29	facebook/blenderbot-3B	6	10	125	20
0.13	0.30	0.25	0.59	Human 1	Human 2	0.80	0.15	0.20	0.37	0.24	0.59	0.47	1.06	30	facebook/blenderbot-3B	6	10	125	20
0.11	0.29	0.26	1.07	Human 1	Human 2	0.81	0.15	0.19	0.45	0.37	0.77	0.50	0.90	31	facebook/blenderbot-3B	6	10	125	20
0.16	0.29	0.31	1.20	Human 1	Human 2	0.85	0.09	0.15	0.47	0.23	0.54	0.52	1.21	32	facebook/blenderbot-3B	6	10	125	20
0.12	0.27	0.24	0.71	Human 1	Human 2	0.67	0.16	0.33	0.39	0.33	0.77	0.52	0.57	33	facebook/blenderbot-3B	6	10	125	20
0.13	0.32	0.28	0.47	Human 1	Human 2	0.73	0.22	0.27	0.40	0.34	0.49	0.52	0.36	34	facebook/blenderbot-3B	6	10	125	20
0.15	0.30	0.26	0.73	Human 1	Human 2	0.57	0.27	0.43	0.32	0.27	0.36	0.42	0.36	35	facebook/blenderbot-3B	6	10	125	20
0.14	0.23	0.24	1.19	Human 1	Human 2	0.83	0.12	0.17	0.29	0.25	0.89	0.41	1.15	36	facebook/blenderbot-3B	6	10	125	20
0.16	0.33	0.32	1.05	Human 1	Human 2	0.76	0.17	0.24	0.47	0.36	0.62	0.45	0.98	37	facebook/blenderbot-3B	6	10	125	20
0.13	0.33	0.25	0.71	Human 1	Human 2	0.69	0.20	0.31	0.45	0.31	0.59	0.49	1.23	38	facebook/blenderbot-3B	6	10	125	20
0.14	0.20	0.20	0.79	Human 1	Human 2	0.56	0.15	0.44	0.29	0.00	0.00	0.00	0.00	39	facebook/blenderbot-3B	6	10	125	20
0.11	0.27	0.22	0.75	Human 1	Human 2	0.71	0.16	0.29	0.33	0.38	0.88	0.51	1.20	40	facebook/blenderbot-3B	6	10	125	20
0.16	0.32	0.28	1.08	Human 1	Human 2	0.64	0.14	0.36	0.51	0.28	0.74	0.48	1.05	41	facebook/blenderbot-3B	6	10	125	20
0.14	0.31	0.27	0.84	Human 1	Human 2	0.73	0.17	0.27	0.45	0.32	0.76	0.48	1.03	42	facebook/blenderbot-3B	6	10	125	20
0.16	0.35	0.33	1.17	Human 1	Human 2	0.81	0.23	0.19	0.46	0.36	1.01	0.46	1.02	43	facebook/blenderbot-3B	6	10	125	20
0.10	0.22	0.23	0.88	Human 1	Human 2	0.65	0.15	0.35	0.25	0.17	0.72	0.45	0.69	44	facebook/blenderbot-3B	6	10	125	20
0.13	0.24	0.27	0.88	Human 1	Human 2	0.67	0.19	0.33	0.25	0.16	0.00	0.49	0.79	45	facebook/blenderbot-3B	6	10	125	20
0.15	0.37	0.33	0.79	Human 1	Human 2	0.84	0.13	0.16	0.59	0.26	0.33	0.55	0.53	46	facebook/blenderbot-3B	6	10	125	20
0.17	0.34	0.37	1.21	Human 1	Human 2	0.63	0.26	0.37	0.40	0.25	0.95	0.51	1.33	47	facebook/blenderbot-3B	6	10	125	20
0.16	0.33	0.35	1.07	Human 1	Human 2	0.85	0.17	0.15	0.45	0.27	0.40	0.50	0.96	48	facebook/blenderbot-3B	6	10	125	20
0.14	0.32	0.30	0.70	Human 1	Human 2	0.59	0.28	0.41	0.37	0.34	0.64	0.50	1.11	49	facebook/blenderbot-3B	6	10	125	20
0.15	0.29	0.28	0.80	Human 1	Human 2	0.54	0.23	0.46	0.34	0.26	0.61	0.42	0.75	50	facebook/blenderbot-3B	6	10	125	20
0.16	0.34	0.37	0.93	Human 1	Human 2	0.79	0.15	0.21	0.54	0.33	0.44	0.55	0.62	51	facebook/blenderbot-3B	6	10	125	20
0.16	0.33	0.30	1.14	Human 1	Human 2	0.67	0.22	0.33	0.43	0.43	0.66	0.49	1.50	52	facebook/blenderbot-3B	6	10	125	20
0.17	0.31	0.31	1.01	Human 1	Human 2	0.69	0.20	0.31	0.39	0.41	1.24	0.48	1.13	53	facebook/blenderbot-3B	6	10	125	20
0.16	0.31	0.31	0.91	Human 1	Human 2	0.68	0.23	0.32	0.38	0.32	0.30	0.48	0.88	54	facebook/blenderbot-3B	6	10	125	20
0.11	0.26	0.25	0.85	Human 1	Human 2	0.84	0.16	0.16	0.32	0.36	1.07	0.47	1.00	55	facebook/blenderbot-3B	6	10	125	20
0.13	0.30	0.27	1.07	Human 1	Human 2	0.82	0.10	0.18	0.45	0.29	0.40	0.50	1.14	56	facebook/blenderbot-3B	6	10	125	20
0.15	0.30	0.30	0.90	Human 1	Human 2	0.83	0.11	0.17	0.54	0.30	0.41	0.41	0.38	57	facebook/blenderbot-3B	6	10	125	20
0.11	0.25	0.26	0.99	Human 1	Human 2	0.61	0.17	0.39	0.31	0.30	1.15	0.42	1.18	58	facebook/blenderbot-3B	6	10	125	20
0.14	0.37	0.31	1.10	Human 1	Human 2	0.80	0.19	0.20	0.53	0.42	0.82	0.58	0.92	59	facebook/blenderbot-3B	6	10	125	20
0.13	0.27	0.24	0.81	Human 1	Human 2	0.54	0.22	0.46	0.32	0.34	0.96	0.57	1.18	60	facebook/blenderbot-3B	6	10	125	20
0.17	0.40	0.38	0.83	Human 1	Human 2	0.87	0.21	0.13	0.61	0.41	0.91	0.50	0.83	61	facebook/blenderbot-3B	6	10	125	20
0.15	0.35	0.34	0.84	Human 1	Human 2	0.53	0.28	0.47	0.39	0.27	0.62	0.55	1.05	62	facebook/blenderbot-3B	6	10	125	20
0.15	0.35	0.31	0.78	Human 1	Human 2	0.73	0.19	0.27	0.48	0.37	0.56	0.49	0.39	63	facebook/blenderbot-3B	6	10	125	20
0.14	0.33	0.31	1.37	Human 1	Human 2	0.69	0.19	0.31	0.43	0.28	0.00	0.48	0.70	64	facebook/blenderbot-3B	6	10	125	20
0.16	0.32	0.34	1.04	Human 1	Human 2	0.77	0.19	0.23	0.46	0.28	0.75	0.38	0.89	65	facebook/blenderbot-3B	6	10	125	20
0.14	0.32	0.28	0.83	Human 1	Human 2	0.79	0.13	0.21	0.48	0.35	0.46	0.55	0.63	66	facebook/blenderbot-3B	6	10	125	20
0.13	0.25	0.27	0.77	Human 1	Human 2	0.50	0.23	0.50	0.27	0.26	0.61	0.47	0.55	67	facebook/blenderbot-3B	6	10	125	20
0.14	0.34	0.32	0.77	Human 1	Human 2	0.80	0.18	0.20	0.48	0.37	0.97	0.52	1.16	68	facebook/blenderbot-3B	6	10	125	20
0.13	0.33	0.26	0.79	Human 1	Human 2	0.58	0.30	0.42	0.35	0.41	0.96	0.42	0.58	69	facebook/blenderbot-3B	6	10	125	20
0.15	0.32	0.31	0.96	Human 1	Human 2	0.68	0.19	0.33	0.42	0.29	0.00	0.48	0.71	70	facebook/blenderbot-3B	6	10	125	20
0.16	0.30	0.31	0.53	Human 1	Human 2	0.55	0.25	0.45	0.33	0.23	0.50	0.38	0.65	71	facebook/blenderbot-3B	6	10	125	20
0.14	0.36	0.30	0.84	Human 1	Human 2	0.69	0.21	0.31	0.60	0.38	0.69	0.50	0.82	72	facebook/blenderbot-3B	6	10	125	20
0.14	0.30	0.31	1.02	Human 1	Human 2	0.82	0.10	0.18	0.50	0.21	0.43	0.56	1.17	73	facebook/blenderbot-3B	6	10	125	20
0.14	0.23	0.26	0.59	Human 1	Human 2	0.73	0.13	0.27	0.27	0.17	0.86	0.36	0.76	74	facebook/blenderbot-3B	6	10	125	20
0.14	0.32	0.30	1.26	Human 1	Human 2	0.62	0.21	0.38	0.39	0.29	0.76	0.41	1.05	75	facebook/blenderbot-3B	6	10	125	20
0.17	0.34	0.35	0.66	Human 1	Human 2	0.68	0.20	0.32	0.42	0.17	0.72	0.45	0.59	76	facebook/blenderbot-3B	6	10	125	20
0.17	0.32	0.28	0.74	Human 1	Human 2	0.76	0.19	0.24	0.41	0.31	0.00	0.40	0.68	77	facebook/blenderbot-3B	6	10	125	20
0.12	0.31	0.27	0.68	Human 1	Human 2	0.74	0.20	0.26	0.44	0.40	0.51	0.52	1.04	78	facebook/blenderbot-3B	6	10	125	20
0.13	0.32	0.27	1.39	Human 1	Human 2	0.73	0.23	0.27	0.36	0.27	0.49	0.54	1.16	79	facebook/blenderbot-3B	6	10	125	20
0.13	0.29	0.27	0.76	Human 1	Human 2	0.72	0.17	0.28	0.37	0.21	0.52	0.50	1.51	80	facebook/blenderbot-3B	6	10	125	20
0.11	0.31	0.24	0.57	Human 1	Human 2	0.80	0.15	0.20	0.45	0.32	0.34	0.52	1.12	81	facebook/blenderbot-3B	6	10	125	20
0.14	0.35	0.34	0.83	Human 1	Human 2	0.85	0.16	0.15	0.53	0.37	0.69	0.48	0.63	82	facebook/blenderbot-3B	6	10	125	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	facebook/blenderbot-3B	6	10	125	20
0.15	0.31	0.35	0.81	Human 1	Human 2	0.78	0.17	0.22	0.42	0.18	0.00	0.41	0.89	84	facebook/blenderbot-3B	6	10	125	20
0.16	0.30	0.29	1.13	Human 1	Human 2	0.71	0.20	0.29	0.38	0.17	0.00	0.42	0.98	85	facebook/blenderbot-3B	6	10	125	20
0.13	0.36	0.27	1.02	Human 1	Human 2	0.72	0.24	0.28	0.48	0.44	1.08	0.51	1.22	86	facebook/blenderbot-3B	6	10	125	20
0.14	0.34	0.30	0.81	Human 1	Human 2	0.74	0.20	0.26	0.47	0.34	0.64	0.49	0.76	87	facebook/blenderbot-3B	6	10	125	20
0.16	0.36	0.31	1.01	Human 1	Human 2	0.55	0.28	0.45	0.44	0.33	0.52	0.49	0.94	88	facebook/blenderbot-3B	6	10	125	20
0.13	0.32	0.28	1.19	Human 1	Human 2	0.63	0.24	0.38	0.35	0.27	0.47	0.56	1.14	89	facebook/blenderbot-3B	6	10	125	20
0.15	0.34	0.27	1.21	Human 1	Human 2	0.79	0.20	0.21	0.52	0.45	1.05	0.49	0.59	90	facebook/blenderbot-3B	6	10	125	20
0.15	0.33	0.29	0.86	Human 1	Human 2	0.76	0.18	0.24	0.47	0.40	0.83	0.42	0.67	91	facebook/blenderbot-3B	6	10	125	20
0.15	0.32	0.32	1.08	Human 1	Human 2	0.73	0.17	0.27	0.50	0.41	0.83	0.56	0.94	92	facebook/blenderbot-3B	6	10	125	20
0.16	0.37	0.36	0.74	Human 1	Human 2	0.70	0.18	0.30	0.53	0.24	0.38	0.62	0.94	93	facebook/blenderbot-3B	6	10	125	20
0.14	0.29	0.31	1.31	Human 1	Human 2	0.88	0.14	0.13	0.53	0.37	1.04	0.40	0.97	94	facebook/blenderbot-3B	6	10	125	20
0.17	0.28	0.33	0.93	Human 1	Human 2	0.75	0.16	0.25	0.37	0.23	0.00	0.30	0.00	95	facebook/blenderbot-3B	6	10	125	20
0.14	0.28	0.27	0.69	Human 1	Human 2	0.82	0.13	0.18	0.37	0.22	0.59	0.43	0.52	0	facebook/blenderbot-3B	6	10	175	20
0.16	0.28	0.38	0.91	Human 1	Human 2	0.50	0.20	0.50	0.32	0.08	0.00	0.40	1.13	1	facebook/blenderbot-3B	6	10	175	20
0.14	0.34	0.28	0.82	Human 1	Human 2	0.81	0.19	0.19	0.45	0.32	0.43	0.48	0.82	2	facebook/blenderbot-3B	6	10	175	20
0.14	0.33	0.26	0.65	Human 1	Human 2	0.85	0.11	0.15	0.51	0.30	0.64	0.48	0.79	3	facebook/blenderbot-3B	6	10	175	20
0.13	0.20	0.26	0.73	Human 1	Human 2	0.85	0.06	0.15	0.37	0.17	0.00	0.22	0.00	4	facebook/blenderbot-3B	6	10	175	20
0.12	0.31	0.27	0.40	Human 1	Human 2	0.76	0.18	0.24	0.42	0.23	0.00	0.47	0.84	5	facebook/blenderbot-3B	6	10	175	20
0.16	0.34	0.31	1.23	Human 1	Human 2	0.81	0.18	0.19	0.44	0.24	0.59	0.37	0.68	6	facebook/blenderbot-3B	6	10	175	20
0.13	0.32	0.27	0.78	Human 1	Human 2	0.67	0.20	0.33	0.43	0.30	0.85	0.50	0.59	7	facebook/blenderbot-3B	6	10	175	20
0.15	0.33	0.30	0.76	Human 1	Human 2	0.84	0.16	0.16	0.49	0.38	0.59	0.44	1.00	8	facebook/blenderbot-3B	6	10	175	20
0.16	0.41	0.34	1.14	Human 1	Human 2	0.64	0.26	0.36	0.58	0.38	1.01	0.61	1.26	9	facebook/blenderbot-3B	6	10	175	20
0.15	0.28	0.32	0.73	Human 1	Human 2	0.82	0.12	0.18	0.40	0.26	0.40	0.42	0.41	10	facebook/blenderbot-3B	6	10	175	20
0.12	0.29	0.24	0.65	Human 1	Human 2	0.61	0.24	0.39	0.36	0.39	0.40	0.45	1.07	11	facebook/blenderbot-3B	6	10	175	20
0.12	0.30	0.27	0.99	Human 1	Human 2	0.58	0.22	0.42	0.38	0.37	0.98	0.47	1.11	12	facebook/blenderbot-3B	6	10	175	20
0.14	0.39	0.31	0.91	Human 1	Human 2	0.78	0.17	0.22	0.55	0.36	0.50	0.56	1.08	13	facebook/blenderbot-3B	6	10	175	20
0.17	0.37	0.35	0.78	Human 1	Human 2	0.63	0.33	0.37	0.41	0.38	1.05	0.55	0.94	14	facebook/blenderbot-3B	6	10	175	20
0.19	0.34	0.36	1.12	Human 1	Human 2	0.71	0.13	0.29	0.51	0.21	0.00	0.41	0.82	15	facebook/blenderbot-3B	6	10	175	20
0.15	0.31	0.33	1.04	Human 1	Human 2	0.73	0.14	0.27	0.41	0.27	0.76	0.47	1.29	16	facebook/blenderbot-3B	6	10	175	20
0.15	0.30	0.30	1.13	Human 1	Human 2	0.96	0.03	0.04	0.46	0.25	0.00	0.46	1.20	17	facebook/blenderbot-3B	6	10	175	20
0.13	0.29	0.28	0.94	Human 1	Human 2	0.73	0.16	0.27	0.38	0.31	0.87	0.48	1.35	18	facebook/blenderbot-3B	6	10	175	20
0.14	0.36	0.34	0.85	Human 1	Human 2	0.80	0.19	0.20	0.47	0.34	0.35	0.47	0.53	19	facebook/blenderbot-3B	6	10	175	20
0.14	0.35	0.30	1.08	Human 1	Human 2	0.59	0.28	0.41	0.44	0.41	1.19	0.53	0.87	20	facebook/blenderbot-3B	6	10	175	20
0.18	0.37	0.37	1.04	Human 1	Human 2	0.70	0.18	0.30	0.50	0.24	0.00	0.57	0.78	21	facebook/blenderbot-3B	6	10	175	20
0.11	0.23	0.26	0.79	Human 1	Human 2	0.60	0.11	0.40	0.34	0.23	0.00	0.38	0.87	22	facebook/blenderbot-3B	6	10	175	20
0.14	0.32	0.35	0.88	Human 1	Human 2	0.73	0.18	0.27	0.43	0.36	1.14	0.45	0.79	23	facebook/blenderbot-3B	6	10	175	20
0.13	0.24	0.25	1.14	Human 1	Human 2	0.60	0.16	0.40	0.29	0.19	0.81	0.41	0.75	24	facebook/blenderbot-3B	6	10	175	20
0.15	0.33	0.26	1.81	Human 1	Human 2	0.78	0.21	0.22	0.42	0.36	1.43	0.42	1.24	25	facebook/blenderbot-3B	6	10	175	20
0.15	0.36	0.33	1.01	Human 1	Human 2	0.66	0.19	0.34	0.45	0.18	0.00	0.57	1.09	26	facebook/blenderbot-3B	6	10	175	20
0.13	0.27	0.25	0.69	Human 1	Human 2	0.78	0.16	0.22	0.32	0.18	0.62	0.40	0.62	27	facebook/blenderbot-3B	6	10	175	20
0.17	0.38	0.38	1.23	Human 1	Human 2	0.85	0.13	0.15	0.66	0.28	0.51	0.58	0.82	28	facebook/blenderbot-3B	6	10	175	20
0.16	0.38	0.35	0.82	Human 1	Human 2	0.76	0.26	0.24	0.52	0.44	0.85	0.54	0.73	29	facebook/blenderbot-3B	6	10	175	20
0.15	0.29	0.27	0.58	Human 1	Human 2	0.79	0.18	0.21	0.35	0.24	0.59	0.42	0.43	30	facebook/blenderbot-3B	6	10	175	20
0.17	0.37	0.35	0.93	Human 1	Human 2	0.76	0.24	0.24	0.52	0.37	0.77	0.46	1.01	31	facebook/blenderbot-3B	6	10	175	20
0.18	0.38	0.39	1.44	Human 1	Human 2	0.79	0.10	0.21	0.58	0.23	0.54	0.50	0.58	32	facebook/blenderbot-3B	6	10	175	20
0.17	0.38	0.34	1.05	Human 1	Human 2	0.82	0.18	0.18	0.57	0.33	0.77	0.45	0.94	33	facebook/blenderbot-3B	6	10	175	20
0.17	0.37	0.37	0.89	Human 1	Human 2	0.83	0.18	0.17	0.58	0.34	0.49	0.46	0.68	34	facebook/blenderbot-3B	6	10	175	20
0.17	0.32	0.32	0.81	Human 1	Human 2	0.56	0.24	0.44	0.36	0.27	0.36	0.54	0.77	35	facebook/blenderbot-3B	6	10	175	20
0.14	0.24	0.27	0.76	Human 1	Human 2	0.80	0.10	0.20	0.34	0.25	0.89	0.45	0.78	36	facebook/blenderbot-3B	6	10	175	20
0.18	0.38	0.42	1.16	Human 1	Human 2	0.89	0.16	0.11	0.61	0.36	0.62	0.49	0.61	37	facebook/blenderbot-3B	6	10	175	20
0.16	0.35	0.32	0.96	Human 1	Human 2	0.71	0.16	0.29	0.52	0.31	0.59	0.49	0.59	38	facebook/blenderbot-3B	6	10	175	20
0.10	0.15	0.17	0.65	Human 1	Human 2	0.50	0.12	0.50	0.19	0.00	0.00	0.00	0.00	39	facebook/blenderbot-3B	6	10	175	20
0.13	0.29	0.29	0.43	Human 1	Human 2	0.82	0.15	0.18	0.38	0.38	0.88	0.42	0.44	40	facebook/blenderbot-3B	6	10	175	20
0.15	0.35	0.30	0.83	Human 1	Human 2	0.62	0.20	0.38	0.50	0.28	0.74	0.60	0.83	41	facebook/blenderbot-3B	6	10	175	20
0.14	0.32	0.30	0.80	Human 1	Human 2	0.80	0.16	0.20	0.49	0.32	0.76	0.46	0.56	42	facebook/blenderbot-3B	6	10	175	20
0.13	0.31	0.26	0.87	Human 1	Human 2	0.80	0.17	0.20	0.43	0.36	1.01	0.49	0.51	43	facebook/blenderbot-3B	6	10	175	20
0.15	0.30	0.34	0.90	Human 1	Human 2	0.60	0.20	0.40	0.35	0.17	0.72	0.53	1.02	44	facebook/blenderbot-3B	6	10	175	20
0.13	0.24	0.22	0.83	Human 1	Human 2	0.68	0.19	0.32	0.26	0.16	0.00	0.48	0.71	45	facebook/blenderbot-3B	6	10	175	20
0.19	0.31	0.34	0.63	Human 1	Human 2	0.96	0.07	0.04	0.62	0.26	0.33	0.38	0.62	46	facebook/blenderbot-3B	6	10	175	20
0.17	0.29	0.31	0.76	Human 1	Human 2	0.49	0.26	0.51	0.31	0.25	0.95	0.46	1.06	47	facebook/blenderbot-3B	6	10	175	20
0.17	0.35	0.36	1.28	Human 1	Human 2	0.74	0.15	0.26	0.49	0.27	0.40	0.54	1.16	48	facebook/blenderbot-3B	6	10	175	20
0.18	0.32	0.36	0.95	Human 1	Human 2	0.72	0.20	0.28	0.43	0.34	0.64	0.37	1.21	49	facebook/blenderbot-3B	6	10	175	20
0.17	0.31	0.35	0.77	Human 1	Human 2	0.66	0.22	0.34	0.43	0.26	0.61	0.38	0.54	50	facebook/blenderbot-3B	6	10	175	20
0.16	0.35	0.33	1.01	Human 1	Human 2	0.77	0.20	0.23	0.52	0.33	0.44	0.48	0.53	51	facebook/blenderbot-3B	6	10	175	20
0.13	0.34	0.29	0.65	Human 1	Human 2	0.77	0.23	0.23	0.42	0.43	0.66	0.55	1.01	52	facebook/blenderbot-3B	6	10	175	20
0.16	0.33	0.36	1.34	Human 1	Human 2	0.71	0.21	0.29	0.43	0.41	1.24	0.51	0.66	53	facebook/blenderbot-3B	6	10	175	20
